"Network generated with CoA and NTP coupled reactions replaced with Pantetheine and Pyrophosphate (respectively), and unbalanced FAD/NAD(P)-dependent half reactions included",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Delta G cutoff [kJ/mol]",,,,,,,,,,,
"C03640","Sphingosyl-phosphocholine",1,1,1,1,1,1,1,1,0,0,0,0
"C03646","Bis-gamma-glutamylcystine",1,0,0,0,0,0,0,0,0,0,0,0
"C03652","(2R,3S)-2,3-Dimethylmalate",1,1,1,1,1,1,1,1,1,1,1,1
"C03656","(S)-5-Amino-3-oxohexanoic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C03657","1,4-Dihydroxy-2-naphthoate",1,0,0,0,0,0,0,0,0,0,0,0
"C03659","1-O-Methyl-myo-inositol",1,1,1,1,1,1,1,1,1,1,1,1
"C03660","3-O-Methyl-myo-inositol",1,1,1,1,1,1,1,1,1,1,1,1
"C03661","1F-beta-D-Fructosylsucrose",1,1,1,1,1,1,1,1,1,1,1,1
"C03671","2-Pyrone-4,6-dicarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C03672","3-(4-Hydroxyphenyl)lactate",1,1,1,1,1,1,1,1,1,1,1,1
"C03676","3-Hydroxy-cis,cis-muconate",1,0,0,0,0,0,0,0,0,0,0,0
"C03680","4-Imidazolone-5-propanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03684","6-Pyruvoyltetrahydropterin",1,1,1,1,1,1,0,0,0,0,0,0
"C03703","L-5-Carboxymethylhydantoin",1,1,1,1,1,1,1,1,1,1,0,0
"C03710","N-Benzyloxycarbonylglycine",1,1,1,1,1,1,1,1,0,0,0,0
"C03712","N2,N5-Dibenzoyl-L-ornithine",1,1,1,1,1,1,1,1,1,1,1,1
"C03716","Oxaloacetate 4-methyl ester",1,1,1,1,1,1,1,1,1,1,1,1
"C03722","Quinolinate",1,1,1,1,0,0,0,0,0,0,0,0
"C03724","S-(5-Hydroxy-2-furoyl)-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C03733","UDP-alpha-D-galactofuranose",1,1,1,1,1,1,1,1,1,1,0,0
"C03737","alpha-D-Xylose 1-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C03738","gamma-L-Glutamyl-D-alanine",1,1,1,1,1,1,1,1,1,1,1,1
"C03739","trans-1,2-Cyclohexanediol",1,0,0,0,0,0,0,0,0,0,0,0
"C03741","(S)-4-Amino-5-oxopentanoate",1,1,1,1,1,1,1,1,1,1,1,0
"C03742","(S)-4-Hydroxymandelonitrile",1,1,1,1,1,0,0,0,0,0,0,0
"C03750","2,6-Dioxo-6-phenylhexanoate",1,0,0,0,0,0,0,0,0,0,0,0
"C03752","2-Amino-2-deoxy-D-gluconate",1,1,1,1,1,1,1,1,1,1,1,1
"C03761","3-Hydroxy-3-methylglutarate",1,1,1,1,1,1,1,1,1,1,1,0
"C03765","4-Hydroxyphenylacetaldehyde",1,1,1,1,1,1,1,1,1,1,1,1
"C03771","5-Guanidino-2-oxopentanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03785","D-Tagatose 1,6-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C03789","N,6-O-Disulfo-D-glucosamine",1,1,1,1,1,1,1,1,1,1,0,0
"C03790","N-(Carboxymethyl)-D-alanine",1,1,1,1,1,1,1,1,1,1,1,1
"C03794","N6-(1,2-Dicarboxyethyl)-AMP",1,1,1,1,1,1,1,1,1,1,1,1
"C03817","(S)-3-(Imidazol-5-yl)lactate",1,1,1,1,1,1,1,1,1,1,1,1
"C03824","2-Aminomuconate semialdehyde",1,1,1,1,0,0,0,0,0,0,0,0
"C03826","2-Dehydro-3-deoxy-D-xylonate",1,1,1,1,1,1,1,1,1,1,1,1
"C03827","2-Dehydro-3-deoxy-L-fuconate",1,1,1,1,1,1,1,1,1,1,1,1
"C03838","5'-Phosphoribosylglycinamide",1,1,1,1,1,1,1,1,1,1,1,1
"C03848","6F-alpha-D-Galactosylsucrose",1,1,1,1,1,1,1,1,1,1,0,0
"C03851","Adenosine 5'-phosphoramidate",1,1,1,1,1,1,1,1,1,1,0,0
"C03868","Indole-3-acetyl-myo-inositol",1,1,1,1,1,1,1,1,1,1,0,0
"C03871","L-2-Amino-6-oxoheptanedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C03872","L-Serine-phosphoethanolamine",1,1,1,1,1,1,1,1,0,0,0,0
"C03885","3-Nonaprenyl-4-hydroxybenzoate",1,1,1,1,1,1,1,1,1,1,1,0
"C03906","beta-L-Arabinose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C03912","(S)-1-Pyrroline-5-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C03914","(S)-beta-Methylindolepyruvate",1,1,1,1,1,1,1,1,1,1,1,1
"C03921","2-Dehydro-3-deoxy-D-glucarate",1,1,1,1,1,1,1,1,1,1,1,1
"C03943","(2R,4S)-2,4-Diaminopentanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03947","Glycerol 1,2-cyclic phosphate",1,1,1,1,1,0,0,0,0,0,0,0
"C03961","erythro-3-Hydroxy-Ls-aspartate",1,1,1,1,1,1,1,1,1,1,1,1
"C03964","(R)-3-(4-Hydroxyphenyl)lactate",1,1,1,1,1,1,1,1,1,1,1,1
"C03972","2,3,4,5-Tetrahydrodipicolinate",1,1,1,1,1,1,1,1,1,1,1,1
"C03979","2-Dehydro-3-deoxy-L-rhamnonate",1,1,1,1,1,1,1,1,1,1,1,1
"C03981","2-Hydroxyethylenedicarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C03986","3-Hydroxy-4-methylanthranilate",1,1,1,1,1,1,1,1,1,1,1,1
"C03989","Isolychnose",1,1,1,1,1,1,1,1,1,1,1,0
"C03993","4-(beta-D-Glucosyloxy)benzoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03996","5'-O-beta-D-Glucosylpyridoxine",1,1,1,1,1,1,1,1,1,1,0,0
"C03997","5-Hydroxymethyldeoxycytidylate",1,1,1,1,1,1,0,0,0,0,0,0
"C04002","(Z)-But-1-ene-1,2,4-tricarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04006","1D-myo-Inositol 3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04015","N-Acetyl-4-O-acetylneuraminate",1,1,1,1,1,1,1,1,1,1,1,1
"C04016","N-Acetyl-7-O-acetylneuraminate",1,1,1,1,1,1,1,1,1,1,1,1
"C04017","N-Acetyl-9-O-acetylneuraminate",1,1,1,1,1,1,1,1,1,1,1,1
"C04020","D-Lysopine",1,0,0,0,0,0,0,0,0,0,0,0
"C04030","(2,3-Dihydroxybenzoyl)adenylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04037","1-Phospho-alpha-D-galacturonate",1,1,1,1,1,1,1,1,1,1,1,1
"C04039","2,3-Dihydroxy-3-methylbutanoate",1,1,1,1,1,1,1,1,0,0,0,0
"C04047","3-Hydroxy-2-methylpropanoyl-CoA",1,1,1,1,1,1,0,0,0,0,0,0
"C04051","5-Amino-4-imidazolecarboxyamide",1,1,1,1,1,1,1,1,1,1,0,0
"C04052","5-Carboxy-2-oxohept-3-enedioate",1,1,1,1,1,1,1,1,1,1,0,0
"C04053","5-Dehydro-4-deoxy-D-glucuronate",1,1,1,1,1,1,1,1,1,1,0,0
"C04058","Bis(5'-adenosyl) pentaphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04062","D-myo-Inositol 1,3-bisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04063","D-myo-Inositol 3,4-bisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04076","L-2-Aminoadipate 6-semialdehyde",1,1,1,1,1,1,1,1,1,1,1,1
"C04079","N-((R)-Pantothenoyl)-L-cysteine",1,1,1,1,1,1,1,1,1,1,0,0
"C04083","N6-(delta2-Isopentenyl)-adenine",1,1,1,1,1,1,1,1,1,1,1,0
"C04089","UDP-4-dehydro-6-deoxy-D-glucose",1,1,1,1,1,1,1,1,1,1,0,0
"C04091","cis-1,2-Dihydrobenzene-1,2-diol",1,1,1,1,1,0,0,0,0,0,0,0
"C04092","delta1-Piperideine-2-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04105","2,5-Dihydro-5-oxofuran-2-acetate",1,1,1,0,0,0,0,0,0,0,0,0
"C04115","4-Carboxy-4-hydroxy-2-oxoadipate",1,1,1,1,1,1,1,1,1,1,1,1
"C04121","CMP-3-deoxy-D-manno-octulosonate",1,1,1,1,1,1,1,1,1,1,0,0
"C04122","D-1-Aminopropan-2-ol O-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04133","N-Acetyl-L-glutamate 5-phosphate",1,1,1,1,1,1,1,1,1,0,0,0
"C04137","D-Octopine",1,1,1,1,1,1,1,1,1,1,1,1
"C04145","all-trans-Nonaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04146","all-trans-Octaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04148","Phenylacetylglutamine",1,1,1,1,1,1,1,1,1,1,1,1
"C04164","trans-Cinnamoyl beta-D-glucoside",1,1,1,1,1,1,1,1,1,1,0,0
"C04171","(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate",1,1,1,1,1,1,1,1,1,1,1,1
"C04181","3-Hydroxy-3-methyl-2-oxobutanoic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C04186","5-Carboxymethyl-2-hydroxymuconate",1,1,1,1,1,1,1,1,1,1,0,0
"C04187","5-Methyldeoxycytidine diphosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C04188","S-Methyl-5-thio-D-ribose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04197","Indole-3-acetyl-beta-1-D-glucoside",1,1,1,1,1,1,1,1,1,1,0,0
"C04210","N5-(L-1-Carboxyethyl)-L-ornithine",1,0,0,0,0,0,0,0,0,0,0,0
"C04211","N(6)-[(Indol-3-yl)acetyl]-L-lysine",1,1,1,1,1,1,1,1,1,1,1,1
"C04216","all-trans-Heptaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04217","all-trans-Pentaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04221","trans-1,2-Dihydrobenzene-1,2-diol",1,0,0,0,0,0,0,0,0,0,0,0
"C04225","(Z)-But-2-ene-1,2,3-tricarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04226","6-Oxo-1,4,5,6-tetrahydronicotinate",1,1,1,1,1,1,1,1,1,0,0,0
"C04227","Octopamine",1,1,1,1,1,1,1,1,1,1,0,0
"C04236","(2S)-2-Isopropyl-3-oxosuccinate",1,1,1,1,1,1,1,1,0,0,0,0
"C04244","6-Lactoyl-5,6,7,8-tetrahydropterin",1,0,0,0,0,0,0,0,0,0,0,0
"C04257","N-Acetyl-D-mannosamine 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04259","N,N-Dimethylhistidine",1,1,1,1,1,1,1,1,1,1,1,1
"C04268","dTDP-4-amino-4,6-dideoxy-D-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C04272","(R)-2,3-Dihydroxy-3-methylbutanoate",1,1,1,1,1,1,1,1,0,0,0,0
"C04277","1,8-Diazacyclotetradecane-2,9-dione",1,0,0,0,0,0,0,0,0,0,0,0
"C04280","1-Guanidino-1-deoxy-scyllo-inositol",1,1,1,1,1,1,1,1,1,1,1,0
"C04281","L-1-Pyrroline-3-hydroxy-5-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04282","1-Pyrroline-4-hydroxy-2-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04287","3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione",1,1,1,1,1,1,1,1,1,1,1,0
"C04290","4-(3-Methylbut-2-enyl)-L-tryptophan",1,1,1,1,1,1,1,1,1,1,1,0
"C04297","CDP-4-dehydro-3,6-dideoxy-D-glucose",1,1,1,1,1,1,1,1,1,1,0,0
"C04299","D-myo-Inositol 1,2-cyclic phosphate",1,1,1,1,1,0,0,0,0,0,0,0
"C04302","N-(5-Phospho-D-ribosyl)anthranilate",1,1,1,1,1,1,1,1,1,1,1,1
"C04322","delta-1-Pyrroline-5-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04324","(1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04332","6,7-Dimethyl-8-(D-ribityl)lumazine",1,1,1,1,1,1,0,0,0,0,0,0
"C04335","N(alpha)-Benzyloxycarbonyl-L-leucine",1,1,1,1,1,1,1,1,0,0,0,0
"C04346","dTDP-4-amino-4,6-dideoxy-D-galactose",1,1,1,1,1,1,0,0,0,0,0,0
"C04348","L-Malyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C04349","(4S)-4,6-Dihydroxy-2,5-dioxohexanoate",1,1,1,1,1,1,1,1,1,1,0,0
"C04352","(R)-4'-Phosphopantothenoyl-L-cysteine",1,1,1,1,1,1,1,1,1,1,0,0
"C04359","1-Deoxy-D-altro-heptulose 7-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04368","3-Amino-3-(4-hydroxyphenyl)propanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C04376","5'-Phosphoribosyl-N-formylglycinamide",1,1,1,1,1,1,1,1,1,1,1,1
"C04390","N6-Acetyl-LL-2,6-diaminoheptanedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C04392","P1,P4-Bis(5'-xanthosyl) tetraphosphate",1,1,1,1,0,0,0,0,0,0,0,0
"C04405","(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C04409","2-Amino-3-carboxymuconate semialdehyde",1,1,1,1,0,0,0,0,0,0,0,0
"C04411","(2R,3S)-3-Isopropylmalate",1,1,1,1,1,1,1,1,0,0,0,0
"C04415","4-O-beta-D-Glucosyl-4-hydroxycinnamate",1,1,1,1,1,1,1,1,1,1,0,0
"C04421","N-Succinyl-LL-2,6-diaminoheptanedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C04425","S-Adenosyl-4-methylthio-2-oxobutanoate",1,1,1,1,1,1,1,1,0,0,0,0
"C04431","cis-4-Carboxymethylenebut-2-en-4-olide",1,0,0,0,0,0,0,0,0,0,0,0
"C04434","(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04437","1-(5-Phosphoribosyl)imidazole-4-acetate",1,1,1,1,1,1,1,1,1,1,1,1
"C04442","2-Dehydro-3-deoxy-6-phospho-D-gluconate",1,1,1,1,1,1,1,1,1,1,1,1
"C04454","5-Amino-6-(5'-phospho-D-ribitylamino)uracil",1,1,1,1,1,1,0,0,0,0,0,0
"C04462","N-Succinyl-2-L-amino-6-oxoheptanedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C04471","(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate",1,0,0,0,0,0,0,0,0,0,0,0
"C04477","1D-myo-Inositol 1,3,4,6-tetrakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04478","3-Deoxy-D-manno-octulosonate 8-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04479","2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",1,1,1,0,0,0,0,0,0,0,0,0
"C04480","3-Carboxy-2-hydroxymuconate semialdehyde",1,1,1,1,0,0,0,0,0,0,0,0
"C04484","4-Carboxy-2-hydroxymuconate semialdehyde",1,1,1,1,1,1,1,1,1,1,1,0
"C04494","Guanosine 3'-diphosphate 5'-triphosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C04498","p-Coumaroylagmatine",1,1,1,1,1,1,1,1,1,1,1,1
"C04501","N-Acetyl-alpha-D-glucosamine 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04507","alpha-D-Galactosyl-diphosphoundecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C04509","di-trans,poly-cis-Decaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04520","1D-myo-Inositol 3,4,5,6-tetrakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04529","(3S,4S)-3-Hydroxytetradecane-1,3,4-tricarboxylate",1,1,1,1,1,1,1,1,0,0,0,0
"C04534","6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",1,1,1,1,1,1,1,1,1,1,1,1
"C04540","N4-(Acetyl-beta-D-glucosaminyl)asparagine",1,1,1,1,1,1,1,1,1,1,1,1
"C04544","gamma-L-Glutamyl-L-cysteinyl-beta-alanine",1,0,0,0,0,0,0,0,0,0,0,0
"C04546","(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate",1,1,1,1,1,1,1,1,1,1,0,0
"C04553","3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",1,1,1,0,0,0,0,0,0,0,0,0
"C04556","4-Amino-2-methyl-5-phosphomethylpyrimidine",1,1,1,1,1,1,1,1,1,1,1,1
"C04563","D-myo-Inositol 1,2,4,5,6-pentakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04573","UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate",1,1,1,1,1,1,1,1,1,1,0,0
"C04574","di-trans,poly-cis-Undecaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04575","(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate",1,1,1,1,1,1,1,1,1,1,0,0
"C04579","Inositol 1,2,3,5,6-pentakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04582","S-Methyl-5-thio-D-ribulose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04590","3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04593","(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04604","3-Hydroxy-2-methylpyridine-4,5-dicarboxylate",1,0,0,0,0,0,0,0,0,0,0,0
"C04611","Indol-3-ylacetyl-myo-inositol L-arabinoside",1,1,1,1,1,1,1,1,1,1,0,0
"C04613","UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose",1,1,1,1,1,1,1,1,1,1,0,0
"C04630","UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose",1,1,1,1,1,1,1,1,1,1,0,0
"C04631","UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine",1,1,1,1,1,1,1,1,1,1,0,0
"C04638","2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04639","2,4-Dioxotetrahydropyrimidine D-ribonucleotide",1,1,1,1,1,1,1,1,1,1,1,1
"C04640","2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine",1,1,1,1,1,1,1,1,1,1,1,1
"C04641","2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04642","2-Hydroxy-5-carboxymethylmuconate semialdehyde",1,1,1,1,1,0,0,0,0,0,0,0
"C04655","(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate",1,1,1,1,1,1,1,1,0,0,0,0
"C04666","D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04673","1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol",1,1,1,1,1,1,1,1,1,1,1,0
"C04674","3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine",1,1,1,1,1,1,1,1,1,1,0,0
"C04675","3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C04677","1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide",1,1,1,1,1,1,1,1,1,1,1,1
"C04691","2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C04695","5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside",1,1,1,1,1,1,1,1,1,1,0,0
"C04702","UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)",1,1,1,1,1,1,1,1,1,1,0,0
"C04703","alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04713","N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C04724","D-Mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid",1,1,1,1,1,1,0,0,0,0,0,0
"C04732","5-Amino-6-(1-D-ribitylamino)uracil",1,1,1,1,1,1,0,0,0,0,0,0
"C04734","1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide",1,1,1,1,1,1,1,1,1,1,1,1
"C04739","UDP-N-acetyl-6-(alpha-D-galactose-1-phospho)-alpha-D-glucosamine",1,1,1,1,1,1,1,1,1,1,0,0
"C04751","1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C04752","2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C04767","O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C04783","cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate",1,0,0,0,0,0,0,0,0,0,0,0
"C04804","UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimeloyl-D-alanine",1,1,1,1,1,1,1,1,1,1,0,0
"C04807","2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine",1,1,1,1,1,1,0,0,0,0,0,0
"C04808","D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid",1,0,0,0,0,0,0,0,0,0,0,0
"C04823","1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole",1,1,1,1,1,1,1,1,1,1,1,1
"C04830","beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C04847","alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine",1,1,1,1,1,1,1,1,1,1,0,0
"C04851","MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C04856","(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide",1,0,0,0,0,0,0,0,0,0,0,0
"C04874","2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine",1,1,1,1,1,1,0,0,0,0,0,0
"C04877","UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate",1,1,1,1,1,1,1,1,1,1,0,0
"C04881","N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C04882","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine",1,1,1,1,1,1,1,1,1,1,0,0
"C04886","alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine",1,1,1,1,1,1,1,1,1,1,0,0
"C04895","7,8-Dihydroneopterin 3'-triphosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C04896","5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide",1,1,1,1,1,1,1,1,1,1,1,1
"C04899","(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C04916","N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide",1,1,1,1,1,1,1,1,1,1,1,1
"C05100","3-Ureidoisobutyrate",1,1,1,1,1,1,0,0,0,0,0,0
"C05116","3-Hydroxybutanoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C05123","2-Hydroxyethanesulfonate",1,0,0,0,0,0,0,0,0,0,0,0
"C05127","N-Methylhistamine",1,1,1,1,1,1,1,1,1,1,1,1
"C05130","Imidazole-4-acetaldehyde",1,1,1,1,1,1,1,1,1,1,1,1
"C05131","(1-Ribosylimidazole)-4-acetate",1,1,1,1,1,1,1,1,1,1,1,1
"C05133","4-Imidazolone-5-acetate",1,1,1,1,1,1,1,1,1,1,1,1
"C05135","4-(beta-Acetylaminoethyl)imidazole",1,1,1,1,1,1,1,1,1,1,1,1
"C05143","Dhurrin",1,1,1,1,1,0,0,0,0,0,0,0
"C05145","3-Aminoisobutyric acid",1,1,1,1,1,1,0,0,0,0,0,0
"C05147","trans-3-Hydroxy-L-proline",1,1,1,1,1,1,1,1,1,1,1,0
"C05161","2,5-Diaminohexanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C05195","3-Hydroxybenzoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C05198","5'-Deoxyadenosine",1,1,1,1,1,1,1,1,1,1,1,1
"C05231","L-3-Aminobutyryl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C05235","Hydroxyacetone",1,1,1,1,1,1,1,1,1,1,1,1
"C05239","5-Aminoimidazole",1,1,1,1,1,1,0,0,0,0,0,0
"C05258","(S)-3-Hydroxyhexadecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05259","3-Oxopalmitoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05260","(S)-3-Hydroxytetradecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05261","3-Oxotetradecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05262","(S)-3-Hydroxydodecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05263","3-Oxododecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05264","(S)-Hydroxydecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05265","3-Oxodecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05266","(S)-3-Hydroxyoctanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05267","3-Oxooctanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05268","(S)-Hydroxyhexanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05269","3-Oxohexanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05270","Hexanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05271","trans-Hex-2-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05272","trans-Hexadec-2-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05273","trans-Tetradec-2-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05274","Decanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05275","trans-Dec-2-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05276","trans-Oct-2-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C05281","5-Methylbarbiturate",1,1,1,1,1,1,1,1,1,1,1,1
"C05324","Nicotianamine",1,1,1,1,1,1,1,1,1,1,1,1
